"cliente","oficina","ingresos","viviendatipo","viviendavalor","estadocivil","lineasdevale","montosdelineas","dependientes","fechanacimiento","default"
"3010214","30","40000","propia","750000","union_libre","2","65000","0","19720625","0"
"3010215","30","0","familiar","370000","casado","4","369486","0","19571013","0"
"3010254","30","17000","familiar","250000","union_libre","1","73567","1","19700308","1"
"3010264","30","0","","350000","soltero","2","80000","0","19761202","1"
"3010374","30","18400","familiar","800000","casado","1","18000","2","19710828","1"
"3010492","30","17300","propia","176000","soltero","2","167000","1","19711001","0"
"3010493","30","0","familiar","250000","casado","2","140000","1","19811225","0"
"3010500","30","0","familiar","250000","casado","2","80000","2","19730213","0"
"3010501","30","0","familiar","300000","casado","2","88211","2","19861219","0"
"3010502","30","0","familiar","800000","casado","3","438000","1","19600611","0"
"3010535","30","0","familiar","250000","unión libre","4","572250","1","19620418","0"
"3010536","30","0","familiar","350000","casado","3","138719","1","19720627","0"
"3010613","30","24000","familiar","350000","casado","3","190000","2","19800707","1"
"3010624","30","0","propia","500000","soltero","2","75000","4","19800122","1"
"3010625","30","0","familiar","250000","casado","3","125650","3","19660220","1"
"3010626","30","12400","familiar","250000","casado","1","232000","2","19760806","0"
"3010797","30","0","familiar","400000","union_libre","3","125000","2","19900121","0"
"3010800","30","0","familiar","250000","union_libre","1","64530","2","19850217","1"
"3010866","30","0","familiar","390000","casado","2","343000","2","19850903","0"
"3010867","30","0","familiar","800000","casado","3","245000","4","19620425","0"
"3010869","30","0","familiar","250000","casado","2","445917","0","19711216","0"
"3010878","30","24800","familiar","250000","casado","1","10000","3","19820309","1"
"3010885","30","0","familiar","250000","soltero","3","169000","1","19691113","0"
"3010886","30","0","propia","575000","soltero","3","145000","3","19770421","0"
"3011111","30","0","propia","374000","union_libre","3","178000","3","19900701","1"
"3011112","30","12600","familiar","250000","union_libre","1","77000","2","19631023","0"
"3011263","30","11500","familiar","300000","casado","4","439647","2","19830612","0"
"3011265","30","16200","familiar","600000","casado","4","330471","3","19870425","0"
"301127","3","14000","familiar","250000","casado","3","248166","3","19590101","1"
"3011289","30","26399","familiar","450000","casado","0","0","4","19870207","0"
"3011291","30","14200","familiar","800000","casado","3","155000","5","19720117","1"
"3011377","30","9450","familiar","600000","soltero","2","40000","2","19810216","0"
"3011510","30","12880","familiar","250000","casado","1","18000","0","19740803","1"
"3011511","30","14400","familiar","300000","casado","2","80000","2","19900106","0"
"3011513","30","16200","familiar","250000","casado","4","254000","3","19710221","0"
"3011514","30","17300","familiar","300000","casado","4","317291","1","19840629","0"
"3011536","30","38200","familiar","250000","casado","4","245734.28","6","19690805","0"
"3011554","30","23500","familiar","550000","casado","2","131542","1","19730730","0"
"3012026","30","12400","familiar","250000","union_libre","3","135000","3","19910820","1"
"3012027","30","32600","familiar","850000","casado","3","75500","4","19830704","1"
"301210","3","25000","familiar","1000000","soltero","6","485290","1","19640726","1"
"3012142","30","13160","familiar","500000","unión libre","1","69605","1","19850114","0"
"3012155","30","14600","propia","250000","casado","2","73000","2","19831030","0"
"3012374","30","50600","familiar","250000","casado","5","1161000","3","19811117","0"
"3012514","30","16100","","200000","casado","2","144538","2","19691229","0"
"3012604","30","19090","propia","165000","union_libre","2","102000","1","19740610","0"
"3012622","30","28500","familiar","250000","union_libre","3","115000","3","19921004","1"
"3012655","30","44724","familiar","214129","soltero","3","165000","2","19920104","0"
"3012671","30","29400","familiar","250000","soltero","3","382000","0","19630919","0"
"3012766","30","76100","familiar","1000000","casado","2","170000","1","19740304","0"
"3012827","30","33000","familiar","300000","casado","3","244766.94","0","19660509","0"
"3013007","30","10400","familiar","240000","casado","3","97802","0","19810416","1"
"3013073","30","40000","propia","100000","casado","3","153106","3","19831210","0"
"3013454","30","21500","familiar","200000","casado","3","140000","2","19740127","0"
"3013724","30","33100","familiar","35000","casado","5","533139","5","19830409","1"
"3013725","30","34950","propia","360000","casado","4","170000","1","19921123","0"
"3013768","30","33726","familiar","520000","casado","2","125000","2","19861217","1"
"3013812","30","13924","familiar","320000","casado","3","224470","2","19870328","0"
"3013832","30","13907","propia","900000","casado","3","316720","4","19610330","0"
"3013894","30","23682","familiar","250000","casado","5","317297","0","19920408","1"
"3013961","30","45085","familiar","2000000","casado","3","157766","2","19750723","0"
"3014581","30","37183","familiar","350000","casado","3","430357","1","19711110","1"
"3014665","30","26309","familiar","588463","casado","2","556531","1","19890429","0"
"3014666","30","10050","familiar","450000","casado","2","148094","2","19900822","1"
"3014667","30","12221.56","propia","420000","soltero","2","133719","1","19670118","0"
"3014741","30","46090","familiar","500000","union_libre","4","535731","4","19821115","0"
"3014742","30","24267","propia","102660","union_libre","2","223666","1","19730822","0"
"3014771","30","42685","familiar","470790","casado","3","281383","3","19751025","0"
"3014775","30","30311","familiar","256350","casado","2","181670","1","19840906","0"
"3014789","30","39347","familiar","450000","casado","2","182789","2","19890308","0"
"3014929","30","25618","familiar","450000","casado","5","1234940","2","19630214","0"
"3014930","30","31200","propia","350000","casado","0","0","3","19760107","0"
"3015011","30","34283.32","familiar","137333","union_libre","4","160000","2","19780210","0"
"3015038","30","35617.9","familiar","800000","soltero","4","448763","2","19831222","0"
"3015105","30","43700","familiar","700000","casado","0","0","0","19590808","0"
"3015106","30","40300","propia","500000","soltero","1","148017","1","19741018","0"
"3015139","30","86867.54","familiar","850000","casado","2","280598","0","19590531","0"
"3015192","30","21797","propia","450000","union_libre","2","171237","1","19821113","0"
"3015226","30","38004.54","propia","620000","soltero","6","519279","0","19590510","0"
"3015253","30","40858","propia","500000","casado","6","507311","1","19720716","0"
"3015333","30","20020","familiar","450000","casado","3","352593","0","19770717","0"
"3015349","30","21594","familiar","450000","soltero","4","165798","2","19720117","1"
"3015370","30","34437","familiar","1500000","casado","5","442002","2","19720924","0"
"3015400","30","33676.64","familiar","1500000","soltero","7","485654","1","19680610","0"
"3015448","30","60198","propia","570000","casado","5","595066","3","19801113","0"
"3015449","30","42965","familiar","2000000","casado","4","362508","3","19700919","0"
"3015450","30","34422","propia","450000","casado","6","787408","0","19590130","0"
"3015517","30","29415","familiar","900000","casado","4","409547","0","19671105","0"
"3015583","30","34339","propia","400000","casado","4","393069","2","19860323","0"
"3015584","30","28134","familiar","450000","casado","4","375064","2","19801221","1"
"3015640","30","22577","familiar","800000","soltero","2","122783","3","19791020","1"
"3015671","30","27421","propia","1000000","soltero","3","278017","0","19581213","0"
"3015724","30","25297","familiar","800000","casado","2","254909","0","19660119","0"
"3015751","30","23345","familiar","650000","casado","3","391103","2","19790726","0"
"3015769","30","36708","familiar","650000","casado","2","139973","2","19901003","1"
"3015828","30","33369","familiar","550000","casado","4","246750","3","19710127","0"
"3015886","30","29270","familiar","1000000","casado","6","637759","2","19771228","0"
"301591","3","30900","familiar","480000","casado","1","74000","2","19670406","1"
"3016066","30","24338","propia","420000","casado","2","969000","3","19641101","0"
"3016237","30","59196","familiar","870000","soltero","2","81798","1","19971022","0"
"3016238","30","34084","familiar","650000","soltero","0","0","0","19900224","0"
"3016263","30","34000","propia","700000","casado","6","663264","3","19850117","1"
"3016286","30","36596","familiar","2050000","casado","4","657065","3","19700104","0"
"3016287","30","47542","propia","660000","casado","2","62550","0","19631017","1"
"3016370","30","-100","familiar","1260000","soltero","4","242877","4","19701207","0"
"3016374","30","22197","propia","620000","casado","1","29573","2","19760929","1"
"3016453","30","26333.5","propia","400000","soltero","2","126998","1","19810531","1"
"3016456","30","45387","familiar","850000","casado","1","49600","1","19901024","1"
"301739","3","21846","familiar","300000","soltero","6","663117","3","19600127","0"
"301760","3","0","familiar","300000","casado","3","145000","0","19771109","0"
"301821","3","14300","familiar","950000","casado","3","191042","0","19681113","1"
"301836","3","15200","propia","800000","casado","3","254000","2","19761009","0"
"301839","3","23000","propia","188359","casado","2","160000","0","19670524","1"
"302048","3","31000","familiar","250000","casado","6","301915","1","19860417","0"
"302159","3","0","propia","2200000","casado","4","155000","4","19781028","1"
"302218","3","30000","familiar","500000","casado","0","0","2","19811103","0"
"302678","3","34000","familiar","250000","casado","7","280927","2","19830621","0"
"302689","3","30000","familiar","250000","union_libre","0","0","2","19780505","0"
"302849","3","42000","familiar","250000","casado","0","0","5","19901114","0"
"302862","3","0","familiar","300000","casado","3","209551","0","19730503","0"
"302916","3","38000","familiar","600000","casado","8","492010","6","19840217","0"
"303145","3","0","familiar","0","casado","0","0","0","19701011","1"
"303777","3","29200","familiar","200000","union_libre","4","220082","2","19830209","0"
"303805","3","11452.8","propia","470000","soltero","1","394247.78","1","19680818","0"
"303814","3","24000","familiar","250000","casado","3","140000","4","19891007","0"
"304114","3","15000","familiar","300000","soltero","2","65000","3","19830616","0"
"304136","3","30400","familiar","250000","casado","6","358833","0","19740314","1"
"305023","3","18000","familiar","350000","casado","1","10835","1","19660406","1"
"305060","3","59000","familiar","550000","casado","0","0","2","19670314","0"
"305294","3","22000","familiar","150000","casado","3","64000","1","19881112","0"
"305513","3","22200","familiar","600000","casado","1","0","3","19881017","0"
"305549","3","21000","familiar","450000","casado","12","592138.82","0","19650801","1"
"305701","3","18500","propia","550000","soltero","2","151342","2","19760108","1"
"305927","2","10000","familiar","200000","soltero","0","0","2","19860504","0"
"305943","3","45000","propia","600000","casado","9","617789","3","19730803","0"
"305961","3","0","familiar","550000","casado","6","366460","0","19551005","0"
"306026","3","0","familiar","1200000","soltero","5","208000","2","19600122","0"
